MovieID,Title,Genres,bert_text
752,Vermont Is For Lovers (1992),Comedy|Romance,Movie title: Vermont Is For Lovers (1992). Genres: Comedy|Romance
753,"Month by the Lake, A (1995)",Comedy|Drama,"Movie title: Month by the Lake, A (1995). Genres: Comedy|Drama"
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,Movie title: Gold Diggers: The Secret of Bear Mountain (1995). Genres: Adventure|Children's
755,Kim (1950),Children's|Drama,Movie title: Kim (1950). Genres: Children's|Drama
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,Movie title: Carmen Miranda: Bananas Is My Business (1994). Genres: Documentary
757,Ashes of Time (1994),Drama,Movie title: Ashes of Time (1994). Genres: Drama
758,"Jar, The (Khomreh) (1992)",Drama,"Movie title: Jar, The (Khomreh) (1992). Genres: Drama"
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Movie title: Maya Lin: A Strong Clear Vision (1994). Genres: Documentary
760,Stalingrad (1993),War,Movie title: Stalingrad (1993). Genres: War
761,"Phantom, The (1996)",Adventure,"Movie title: Phantom, The (1996). Genres: Adventure"
762,Striptease (1996),Comedy|Crime,Movie title: Striptease (1996). Genres: Comedy|Crime
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,"Movie title: Last of the High Kings, The (a.k.a. Summer Fling) (1996). Genres: Drama"
764,Heavy (1995),Drama|Romance,Movie title: Heavy (1995). Genres: Drama|Romance
765,Jack (1996),Comedy|Drama,Movie title: Jack (1996). Genres: Comedy|Drama
766,I Shot Andy Warhol (1996),Drama,Movie title: I Shot Andy Warhol (1996). Genres: Drama
767,"Grass Harp, The (1995)",Drama,"Movie title: Grass Harp, The (1995). Genres: Drama"
768,Someone Else's America (1995),Drama,Movie title: Someone Else's America (1995). Genres: Drama
769,Marlene Dietrich: Shadow and Light (1996),Documentary,Movie title: Marlene Dietrich: Shadow and Light (1996). Genres: Documentary
770,Costa Brava (1946),Drama,Movie title: Costa Brava (1946). Genres: Drama
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,"Movie title: Vie est belle, La (Life is Rosey) (1987). Genres: Comedy|Drama"
772,Quartier Mozart (1992),Comedy,Movie title: Quartier Mozart (1992). Genres: Comedy
773,Touki Bouki (Journey of the Hyena) (1973),Drama,Movie title: Touki Bouki (Journey of the Hyena) (1973). Genres: Drama
774,Wend Kuuni (God's Gift) (1982),Drama,Movie title: Wend Kuuni (God's Gift) (1982). Genres: Drama
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,Movie title: Spirits of the Dead (Tre Passi nel Delirio) (1968). Genres: Horror
776,Babyfever (1994),Comedy|Drama,Movie title: Babyfever (1994). Genres: Comedy|Drama
777,Pharaoh's Army (1995),War,Movie title: Pharaoh's Army (1995). Genres: War
778,Trainspotting (1996),Drama,Movie title: Trainspotting (1996). Genres: Drama
779,'Til There Was You (1997),Drama|Romance,Movie title: 'Til There Was You (1997). Genres: Drama|Romance
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,Movie title: Independence Day (ID4) (1996). Genres: Action|Sci-Fi|War
781,Stealing Beauty (1996),Drama,Movie title: Stealing Beauty (1996). Genres: Drama
782,"Fan, The (1996)",Thriller,"Movie title: Fan, The (1996). Genres: Thriller"
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,"Movie title: Hunchback of Notre Dame, The (1996). Genres: Animation|Children's|Musical"
784,"Cable Guy, The (1996)",Comedy,"Movie title: Cable Guy, The (1996). Genres: Comedy"
785,Kingpin (1996),Comedy,Movie title: Kingpin (1996). Genres: Comedy
786,Eraser (1996),Action|Thriller,Movie title: Eraser (1996). Genres: Action|Thriller
787,"Gate of Heavenly Peace, The (1995)",Documentary,"Movie title: Gate of Heavenly Peace, The (1995). Genres: Documentary"
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Movie title: Nutty Professor, The (1996). Genres: Comedy|Fantasy|Romance|Sci-Fi"
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,"Movie title: I, Worst of All (Yo, la peor de todas) (1990). Genres: Drama"
790,An Unforgettable Summer (1994),Drama,Movie title: An Unforgettable Summer (1994). Genres: Drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,"Movie title: Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995). Genres: Documentary"
792,"Hungarian Fairy Tale, A (1987)",Fantasy,"Movie title: Hungarian Fairy Tale, A (1987). Genres: Fantasy"
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,Movie title: My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993). Genres: Drama
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,Movie title: Midnight Dancers (Sibak) (1994). Genres: Comedy|Drama
795,Somebody to Love (1994),Drama,Movie title: Somebody to Love (1994). Genres: Drama
796,"Very Natural Thing, A (1974)",Drama,"Movie title: Very Natural Thing, A (1974). Genres: Drama"
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,"Movie title: Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991). Genres: Comedy"
798,Daylight (1996),Action|Adventure|Thriller,Movie title: Daylight (1996). Genres: Action|Adventure|Thriller
799,"Frighteners, The (1996)",Comedy|Horror,"Movie title: Frighteners, The (1996). Genres: Comedy|Horror"
800,Lone Star (1996),Drama|Mystery,Movie title: Lone Star (1996). Genres: Drama|Mystery
801,Harriet the Spy (1996),Children's|Comedy,Movie title: Harriet the Spy (1996). Genres: Children's|Comedy
802,Phenomenon (1996),Drama|Romance,Movie title: Phenomenon (1996). Genres: Drama|Romance
803,Walking and Talking (1996),Romance,Movie title: Walking and Talking (1996). Genres: Romance
804,She's the One (1996),Comedy|Romance,Movie title: She's the One (1996). Genres: Comedy|Romance
805,"Time to Kill, A (1996)",Drama,"Movie title: Time to Kill, A (1996). Genres: Drama"
806,American Buffalo (1996),Drama,Movie title: American Buffalo (1996). Genres: Drama
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,"Movie title: Rendezvous in Paris (Rendez-vous de Paris, Les) (1995). Genres: Comedy|Romance"
808,Alaska (1996),Adventure|Children's,Movie title: Alaska (1996). Genres: Adventure|Children's
809,Fled (1996),Action|Adventure,Movie title: Fled (1996). Genres: Action|Adventure
810,Kazaam (1996),Children's|Comedy|Fantasy,Movie title: Kazaam (1996). Genres: Children's|Comedy|Fantasy
811,"Bewegte Mann, Der (1994)",Comedy,"Movie title: Bewegte Mann, Der (1994). Genres: Comedy"
812,Magic Hunter (1994),Drama,Movie title: Magic Hunter (1994). Genres: Drama
813,Larger Than Life (1996),Comedy,Movie title: Larger Than Life (1996). Genres: Comedy
814,"Boy Called Hate, A (1995)",Drama,"Movie title: Boy Called Hate, A (1995). Genres: Drama"
815,Power 98 (1995),Action|Mystery|Thriller,Movie title: Power 98 (1995). Genres: Action|Mystery|Thriller
816,Two Deaths (1995),Drama,Movie title: Two Deaths (1995). Genres: Drama
818,"Very Brady Sequel, A (1996)",Comedy,"Movie title: Very Brady Sequel, A (1996). Genres: Comedy"
819,Stefano Quantestorie (1993),Comedy|Drama,Movie title: Stefano Quantestorie (1993). Genres: Comedy|Drama
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,"Movie title: Death in the Garden (Mort en ce jardin, La) (1956). Genres: Drama"
821,"Crude Oasis, The (1995)",Romance,"Movie title: Crude Oasis, The (1995). Genres: Romance"
822,Hedd Wyn (1992),Drama,Movie title: Hedd Wyn (1992). Genres: Drama
823,"Collectionneuse, La (1967)",Drama,"Movie title: Collectionneuse, La (1967). Genres: Drama"
824,Kaspar Hauser (1993),Drama,Movie title: Kaspar Hauser (1993). Genres: Drama
825,Echte Kerle (1996),Comedy|Romance,Movie title: Echte Kerle (1996). Genres: Comedy|Romance
826,Diebinnen (1995),Drama,Movie title: Diebinnen (1995). Genres: Drama
827,"Convent, The (Convento, O) (1995)",Drama,"Movie title: Convent, The (Convento, O) (1995). Genres: Drama"
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,"Movie title: Adventures of Pinocchio, The (1996). Genres: Adventure|Children's"
829,Joe's Apartment (1996),Comedy|Musical,Movie title: Joe's Apartment (1996). Genres: Comedy|Musical
830,"First Wives Club, The (1996)",Comedy,"Movie title: First Wives Club, The (1996). Genres: Comedy"
831,Stonewall (1995),Drama,Movie title: Stonewall (1995). Genres: Drama
832,Ransom (1996),Drama|Thriller,Movie title: Ransom (1996). Genres: Drama|Thriller
833,High School High (1996),Comedy,Movie title: High School High (1996). Genres: Comedy
834,Phat Beach (1996),Comedy,Movie title: Phat Beach (1996). Genres: Comedy
835,Foxfire (1996),Drama,Movie title: Foxfire (1996). Genres: Drama
836,Chain Reaction (1996),Action|Adventure|Thriller,Movie title: Chain Reaction (1996). Genres: Action|Adventure|Thriller
837,Matilda (1996),Children's|Comedy,Movie title: Matilda (1996). Genres: Children's|Comedy
838,Emma (1996),Comedy|Drama|Romance,Movie title: Emma (1996). Genres: Comedy|Drama|Romance
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Movie title: Crow: City of Angels, The (1996). Genres: Action|Thriller"
840,House Arrest (1996),Comedy,Movie title: House Arrest (1996). Genres: Comedy
841,Eyes Without a Face (1959),Horror,Movie title: Eyes Without a Face (1959). Genres: Horror
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,Movie title: Tales from the Crypt Presents: Bordello of Blood (1996). Genres: Horror
843,Lotto Land (1995),Drama,Movie title: Lotto Land (1995). Genres: Drama
844,"Story of Xinghua, The (1993)",Drama,"Movie title: Story of Xinghua, The (1993). Genres: Drama"
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,"Movie title: Day the Sun Turned Cold, The (Tianguo niezi) (1994). Genres: Drama"
846,Flirt (1995),Drama,Movie title: Flirt (1995). Genres: Drama
847,"Big Squeeze, The (1996)",Comedy|Drama,"Movie title: Big Squeeze, The (1996). Genres: Comedy|Drama"
848,"Spitfire Grill, The (1996)",Drama,"Movie title: Spitfire Grill, The (1996). Genres: Drama"
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Movie title: Escape from L.A. (1996). Genres: Action|Adventure|Sci-Fi|Thriller
850,Cyclo (1995),Crime|Drama,Movie title: Cyclo (1995). Genres: Crime|Drama
851,Basquiat (1996),Drama,Movie title: Basquiat (1996). Genres: Drama
852,Tin Cup (1996),Comedy|Romance,Movie title: Tin Cup (1996). Genres: Comedy|Romance
853,Dingo (1992),Drama,Movie title: Dingo (1992). Genres: Drama
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"Movie title: Ballad of Narayama, The (Narayama Bushiko) (1958). Genres: Drama"
855,Every Other Weekend (1990),Drama,Movie title: Every Other Weekend (1990). Genres: Drama
856,Mille bolle blu (1993),Comedy,Movie title: Mille bolle blu (1993). Genres: Comedy
857,Crows and Sparrows (1949),Drama,Movie title: Crows and Sparrows (1949). Genres: Drama
858,"Godfather, The (1972)",Action|Crime|Drama,"Movie title: Godfather, The (1972). Genres: Action|Crime|Drama"
859,"Hippie Revolution, The (1996)",Documentary,"Movie title: Hippie Revolution, The (1996). Genres: Documentary"
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,"Movie title: Maybe, Maybe Not (Bewegte Mann, Der) (1994). Genres: Comedy"
861,Supercop (1992),Action|Thriller,Movie title: Supercop (1992). Genres: Action|Thriller
862,Manny & Lo (1996),Drama,Movie title: Manny & Lo (1996). Genres: Drama
863,Celestial Clockwork (1994),Comedy,Movie title: Celestial Clockwork (1994). Genres: Comedy
864,"Wife, The (1995)",Comedy|Drama,"Movie title: Wife, The (1995). Genres: Comedy|Drama"
865,Small Faces (1995),Drama,Movie title: Small Faces (1995). Genres: Drama
866,Bound (1996),Crime|Drama|Romance|Thriller,Movie title: Bound (1996). Genres: Crime|Drama|Romance|Thriller
867,Carpool (1996),Comedy|Crime,Movie title: Carpool (1996). Genres: Comedy|Crime
868,Death in Brunswick (1991),Comedy,Movie title: Death in Brunswick (1991). Genres: Comedy
869,Kansas City (1996),Crime,Movie title: Kansas City (1996). Genres: Crime
870,Gone Fishin' (1997),Comedy,Movie title: Gone Fishin' (1997). Genres: Comedy
871,Lover's Knot (1996),Comedy,Movie title: Lover's Knot (1996). Genres: Comedy
872,Aiqing wansui (1994),Drama,Movie title: Aiqing wansui (1994). Genres: Drama
873,Shadow of Angels (Schatten der Engel) (1976),Drama,Movie title: Shadow of Angels (Schatten der Engel) (1976). Genres: Drama
874,Killer: A Journal of Murder (1995),Crime|Drama,Movie title: Killer: A Journal of Murder (1995). Genres: Crime|Drama
875,Nothing to Lose (1994),Drama,Movie title: Nothing to Lose (1994). Genres: Drama
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,Movie title: Police Story 4: Project S (Chao ji ji hua) (1993). Genres: Action
877,Girls Town (1996),Drama,Movie title: Girls Town (1996). Genres: Drama
878,Bye-Bye (1995),Drama,Movie title: Bye-Bye (1995). Genres: Drama
879,"Relic, The (1997)",Horror,"Movie title: Relic, The (1997). Genres: Horror"
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Movie title: Island of Dr. Moreau, The (1996). Genres: Sci-Fi|Thriller"
881,First Kid (1996),Children's|Comedy,Movie title: First Kid (1996). Genres: Children's|Comedy
882,"Trigger Effect, The (1996)",Drama|Thriller,"Movie title: Trigger Effect, The (1996). Genres: Drama|Thriller"
884,Sweet Nothing (1995),Drama,Movie title: Sweet Nothing (1995). Genres: Drama
885,Bogus (1996),Children's|Drama|Fantasy,Movie title: Bogus (1996). Genres: Children's|Drama|Fantasy
886,Bulletproof (1996),Action,Movie title: Bulletproof (1996). Genres: Action
887,Talk of Angels (1998),Drama,Movie title: Talk of Angels (1998). Genres: Drama
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,Movie title: Land Before Time III: The Time of the Great Giving (1995). Genres: Animation|Children's
889,1-900 (1994),Romance,Movie title: 1-900 (1994). Genres: Romance
890,Baton Rouge (1988),Thriller,Movie title: Baton Rouge (1988). Genres: Thriller
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,Movie title: Halloween: The Curse of Michael Myers (1995). Genres: Horror|Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance,Movie title: Twelfth Night (1996). Genres: Comedy|Drama|Romance
893,Mother Night (1996),Drama,Movie title: Mother Night (1996). Genres: Drama
894,Liebelei (1933),Romance,Movie title: Liebelei (1933). Genres: Romance
895,Venice/Venice (1992),Drama,Movie title: Venice/Venice (1992). Genres: Drama
896,Wild Reeds (1994),Drama,Movie title: Wild Reeds (1994). Genres: Drama
897,For Whom the Bell Tolls (1943),Adventure|War,Movie title: For Whom the Bell Tolls (1943). Genres: Adventure|War
898,"Philadelphia Story, The (1940)",Comedy|Romance,"Movie title: Philadelphia Story, The (1940). Genres: Comedy|Romance"
899,Singin' in the Rain (1952),Musical|Romance,Movie title: Singin' in the Rain (1952). Genres: Musical|Romance
900,"American in Paris, An (1951)",Musical|Romance,"Movie title: American in Paris, An (1951). Genres: Musical|Romance"
901,Funny Face (1957),Comedy|Musical,Movie title: Funny Face (1957). Genres: Comedy|Musical
902,Breakfast at Tiffany's (1961),Drama|Romance,Movie title: Breakfast at Tiffany's (1961). Genres: Drama|Romance
903,Vertigo (1958),Mystery|Thriller,Movie title: Vertigo (1958). Genres: Mystery|Thriller
904,Rear Window (1954),Mystery|Thriller,Movie title: Rear Window (1954). Genres: Mystery|Thriller
905,It Happened One Night (1934),Comedy,Movie title: It Happened One Night (1934). Genres: Comedy
906,Gaslight (1944),Mystery|Thriller,Movie title: Gaslight (1944). Genres: Mystery|Thriller
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Movie title: Gay Divorcee, The (1934). Genres: Comedy|Musical|Romance"
908,North by Northwest (1959),Drama|Thriller,Movie title: North by Northwest (1959). Genres: Drama|Thriller
909,"Apartment, The (1960)",Comedy|Drama,"Movie title: Apartment, The (1960). Genres: Comedy|Drama"
910,Some Like It Hot (1959),Comedy|Crime,Movie title: Some Like It Hot (1959). Genres: Comedy|Crime
911,Charade (1963),Comedy|Mystery|Romance|Thriller,Movie title: Charade (1963). Genres: Comedy|Mystery|Romance|Thriller
912,Casablanca (1942),Drama|Romance|War,Movie title: Casablanca (1942). Genres: Drama|Romance|War
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Movie title: Maltese Falcon, The (1941). Genres: Film-Noir|Mystery"
914,My Fair Lady (1964),Musical|Romance,Movie title: My Fair Lady (1964). Genres: Musical|Romance
915,Sabrina (1954),Comedy|Romance,Movie title: Sabrina (1954). Genres: Comedy|Romance
916,Roman Holiday (1953),Comedy|Romance,Movie title: Roman Holiday (1953). Genres: Comedy|Romance
917,"Little Princess, The (1939)",Children's|Drama,"Movie title: Little Princess, The (1939). Genres: Children's|Drama"
918,Meet Me in St. Louis (1944),Musical,Movie title: Meet Me in St. Louis (1944). Genres: Musical
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,"Movie title: Wizard of Oz, The (1939). Genres: Adventure|Children's|Drama|Musical"
920,Gone with the Wind (1939),Drama|Romance|War,Movie title: Gone with the Wind (1939). Genres: Drama|Romance|War
921,My Favorite Year (1982),Comedy,Movie title: My Favorite Year (1982). Genres: Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,Movie title: Sunset Blvd. (a.k.a. Sunset Boulevard) (1950). Genres: Film-Noir
923,Citizen Kane (1941),Drama,Movie title: Citizen Kane (1941). Genres: Drama
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,Movie title: 2001: A Space Odyssey (1968). Genres: Drama|Mystery|Sci-Fi|Thriller
925,Golden Earrings (1947),Adventure|Romance,Movie title: Golden Earrings (1947). Genres: Adventure|Romance
926,All About Eve (1950),Drama,Movie title: All About Eve (1950). Genres: Drama
927,"Women, The (1939)",Comedy,"Movie title: Women, The (1939). Genres: Comedy"
928,Rebecca (1940),Romance|Thriller,Movie title: Rebecca (1940). Genres: Romance|Thriller
929,Foreign Correspondent (1940),Thriller,Movie title: Foreign Correspondent (1940). Genres: Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller,Movie title: Notorious (1946). Genres: Film-Noir|Romance|Thriller
931,Spellbound (1945),Mystery|Romance|Thriller,Movie title: Spellbound (1945). Genres: Mystery|Romance|Thriller
932,"Affair to Remember, An (1957)",Romance,"Movie title: Affair to Remember, An (1957). Genres: Romance"
933,To Catch a Thief (1955),Comedy|Romance|Thriller,Movie title: To Catch a Thief (1955). Genres: Comedy|Romance|Thriller
934,Father of the Bride (1950),Comedy,Movie title: Father of the Bride (1950). Genres: Comedy
935,"Band Wagon, The (1953)",Comedy|Musical,"Movie title: Band Wagon, The (1953). Genres: Comedy|Musical"
936,Ninotchka (1939),Comedy|Romance,Movie title: Ninotchka (1939). Genres: Comedy|Romance
937,Love in the Afternoon (1957),Comedy|Romance,Movie title: Love in the Afternoon (1957). Genres: Comedy|Romance
938,Gigi (1958),Musical,Movie title: Gigi (1958). Genres: Musical
939,"Reluctant Debutante, The (1958)",Comedy|Drama,"Movie title: Reluctant Debutante, The (1958). Genres: Comedy|Drama"
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,"Movie title: Adventures of Robin Hood, The (1938). Genres: Action|Adventure"
941,"Mark of Zorro, The (1940)",Adventure,"Movie title: Mark of Zorro, The (1940). Genres: Adventure"
942,Laura (1944),Crime|Film-Noir|Mystery,Movie title: Laura (1944). Genres: Crime|Film-Noir|Mystery
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,"Movie title: Ghost and Mrs. Muir, The (1947). Genres: Drama|Romance"
944,Lost Horizon (1937),Drama,Movie title: Lost Horizon (1937). Genres: Drama
945,Top Hat (1935),Comedy|Musical|Romance,Movie title: Top Hat (1935). Genres: Comedy|Musical|Romance
946,To Be or Not to Be (1942),Comedy|Drama|War,Movie title: To Be or Not to Be (1942). Genres: Comedy|Drama|War
947,My Man Godfrey (1936),Comedy,Movie title: My Man Godfrey (1936). Genres: Comedy
948,Giant (1956),Drama,Movie title: Giant (1956). Genres: Drama
949,East of Eden (1955),Drama,Movie title: East of Eden (1955). Genres: Drama
950,"Thin Man, The (1934)",Mystery,"Movie title: Thin Man, The (1934). Genres: Mystery"
951,His Girl Friday (1940),Comedy,Movie title: His Girl Friday (1940). Genres: Comedy
952,Around the World in 80 Days (1956),Adventure|Comedy,Movie title: Around the World in 80 Days (1956). Genres: Adventure|Comedy
953,It's a Wonderful Life (1946),Drama,Movie title: It's a Wonderful Life (1946). Genres: Drama
954,Mr. Smith Goes to Washington (1939),Drama,Movie title: Mr. Smith Goes to Washington (1939). Genres: Drama
955,Bringing Up Baby (1938),Comedy,Movie title: Bringing Up Baby (1938). Genres: Comedy
956,Penny Serenade (1941),Drama|Romance,Movie title: Penny Serenade (1941). Genres: Drama|Romance
957,"Scarlet Letter, The (1926)",Drama,"Movie title: Scarlet Letter, The (1926). Genres: Drama"
958,Lady of Burlesque (1943),Comedy|Mystery,Movie title: Lady of Burlesque (1943). Genres: Comedy|Mystery
959,Of Human Bondage (1934),Drama,Movie title: Of Human Bondage (1934). Genres: Drama
960,Angel on My Shoulder (1946),Crime|Drama,Movie title: Angel on My Shoulder (1946). Genres: Crime|Drama
961,Little Lord Fauntleroy (1936),Drama,Movie title: Little Lord Fauntleroy (1936). Genres: Drama
962,They Made Me a Criminal (1939),Crime|Drama,Movie title: They Made Me a Criminal (1939). Genres: Crime|Drama
963,"Inspector General, The (1949)",Musical,"Movie title: Inspector General, The (1949). Genres: Musical"
964,Angel and the Badman (1947),Western,Movie title: Angel and the Badman (1947). Genres: Western
965,"39 Steps, The (1935)",Thriller,"Movie title: 39 Steps, The (1935). Genres: Thriller"
966,"Walk in the Sun, A (1945)",Drama,"Movie title: Walk in the Sun, A (1945). Genres: Drama"
967,"Outlaw, The (1943)",Western,"Movie title: Outlaw, The (1943). Genres: Western"
968,Night of the Living Dead (1968),Horror|Sci-Fi,Movie title: Night of the Living Dead (1968). Genres: Horror|Sci-Fi
969,"African Queen, The (1951)",Action|Adventure|Romance|War,"Movie title: African Queen, The (1951). Genres: Action|Adventure|Romance|War"
970,Beat the Devil (1954),Comedy|Drama,Movie title: Beat the Devil (1954). Genres: Comedy|Drama
971,Cat on a Hot Tin Roof (1958),Drama,Movie title: Cat on a Hot Tin Roof (1958). Genres: Drama
972,"Last Time I Saw Paris, The (1954)",Drama,"Movie title: Last Time I Saw Paris, The (1954). Genres: Drama"
973,Meet John Doe (1941),Drama,Movie title: Meet John Doe (1941). Genres: Drama
974,Algiers (1938),Drama|Romance,Movie title: Algiers (1938). Genres: Drama|Romance
975,Something to Sing About (1937),Comedy|Musical,Movie title: Something to Sing About (1937). Genres: Comedy|Musical
976,"Farewell to Arms, A (1932)",Romance|War,"Movie title: Farewell to Arms, A (1932). Genres: Romance|War"
977,Moonlight Murder (1936),Mystery,Movie title: Moonlight Murder (1936). Genres: Mystery
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,"Movie title: Blue Angel, The (Blaue Engel, Der) (1930). Genres: Drama"
979,Nothing Personal (1995),Drama|War,Movie title: Nothing Personal (1995). Genres: Drama|War
980,In the Line of Duty 2 (1987),Action,Movie title: In the Line of Duty 2 (1987). Genres: Action
981,Dangerous Ground (1997),Drama,Movie title: Dangerous Ground (1997). Genres: Drama
982,Picnic (1955),Drama,Movie title: Picnic (1955). Genres: Drama
983,Madagascar Skin (1995),Romance,Movie title: Madagascar Skin (1995). Genres: Romance
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Movie title: Pompatus of Love, The (1996). Genres: Comedy|Drama"
985,Small Wonders (1996),Documentary,Movie title: Small Wonders (1996). Genres: Documentary
986,Fly Away Home (1996),Adventure|Children's,Movie title: Fly Away Home (1996). Genres: Adventure|Children's
987,Bliss (1997),Drama|Romance,Movie title: Bliss (1997). Genres: Drama|Romance
988,Grace of My Heart (1996),Comedy|Drama,Movie title: Grace of My Heart (1996). Genres: Comedy|Drama
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,Movie title: Schlafes Bruder (Brother of Sleep) (1995). Genres: Drama
990,Maximum Risk (1996),Action|Adventure|Thriller,Movie title: Maximum Risk (1996). Genres: Action|Adventure|Thriller
991,Michael Collins (1996),Drama|War,Movie title: Michael Collins (1996). Genres: Drama|War
992,"Rich Man's Wife, The (1996)",Thriller,"Movie title: Rich Man's Wife, The (1996). Genres: Thriller"
993,Infinity (1996),Drama,Movie title: Infinity (1996). Genres: Drama
994,Big Night (1996),Drama,Movie title: Big Night (1996). Genres: Drama
996,Last Man Standing (1996),Action|Drama|Western,Movie title: Last Man Standing (1996). Genres: Action|Drama|Western
997,Caught (1996),Drama|Thriller,Movie title: Caught (1996). Genres: Drama|Thriller
998,Set It Off (1996),Action|Crime,Movie title: Set It Off (1996). Genres: Action|Crime
999,2 Days in the Valley (1996),Crime,Movie title: 2 Days in the Valley (1996). Genres: Crime
1000,Curdled (1996),Crime,Movie title: Curdled (1996). Genres: Crime
1001,"Associate, The (L'Associe)(1982)",Comedy,"Movie title: Associate, The (L'Associe)(1982). Genres: Comedy"
1002,Ed's Next Move (1996),Comedy,Movie title: Ed's Next Move (1996). Genres: Comedy
1003,Extreme Measures (1996),Drama|Thriller,Movie title: Extreme Measures (1996). Genres: Drama|Thriller
1004,"Glimmer Man, The (1996)",Action|Thriller,"Movie title: Glimmer Man, The (1996). Genres: Action|Thriller"
1005,D3: The Mighty Ducks (1996),Children's|Comedy,Movie title: D3: The Mighty Ducks (1996). Genres: Children's|Comedy
1006,"Chamber, The (1996)",Drama,"Movie title: Chamber, The (1996). Genres: Drama"
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,"Movie title: Apple Dumpling Gang, The (1975). Genres: Children's|Comedy|Western"
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,"Movie title: Davy Crockett, King of the Wild Frontier (1955). Genres: Western"
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,Movie title: Escape to Witch Mountain (1975). Genres: Adventure|Children's|Fantasy
1010,"Love Bug, The (1969)",Children's|Comedy,"Movie title: Love Bug, The (1969). Genres: Children's|Comedy"
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,Movie title: Herbie Rides Again (1974). Genres: Adventure|Children's|Comedy
1012,Old Yeller (1957),Children's|Drama,Movie title: Old Yeller (1957). Genres: Children's|Drama
1013,"Parent Trap, The (1961)",Children's|Drama,"Movie title: Parent Trap, The (1961). Genres: Children's|Drama"
1014,Pollyanna (1960),Children's|Comedy|Drama,Movie title: Pollyanna (1960). Genres: Children's|Comedy|Drama
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,Movie title: Homeward Bound: The Incredible Journey (1993). Genres: Adventure|Children's
1016,"Shaggy Dog, The (1959)",Children's|Comedy,"Movie title: Shaggy Dog, The (1959). Genres: Children's|Comedy"
1017,Swiss Family Robinson (1960),Adventure|Children's,Movie title: Swiss Family Robinson (1960). Genres: Adventure|Children's
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,Movie title: That Darn Cat! (1965). Genres: Children's|Comedy|Mystery
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,"Movie title: 20,000 Leagues Under the Sea (1954). Genres: Adventure|Children's|Fantasy|Sci-Fi"
1020,Cool Runnings (1993),Comedy,Movie title: Cool Runnings (1993). Genres: Comedy
1021,Angels in the Outfield (1994),Children's|Comedy,Movie title: Angels in the Outfield (1994). Genres: Children's|Comedy
